korean,actual translation,Google translation,Microsoft translation,DeepL translation,Google translation_bleurt,Google translation_comet,Microsoft translation_bleurt,Microsoft translation_comet,DeepL translation_bleurt,DeepL translation_comet,cosine_Google_translation,cosine_Microsoft_translation,cosine_DeepL_translation,Google translation_bleurt_minmax,Microsoft translation_bleurt_minmax,DeepL translation_bleurt_minmax
정말로 놀라운 일이자,Absolutely remarkable.,It's truly amazing,It's really amazing,It's truly amazing and,0.4851700663566589,0.8681933283805847,0.4738206267356872,0.8634815812110901,0.4181466698646545,0.8006989359855652,0.8456762,0.824493,0.8209536,0.7420504573314302,0.7517386773700185,0.7213858093859314
물리의 법칙 이지요. 그렇지 않습니까?,"And, the laws of physics. Right?",It's a law of physics. Isn't that right?,It's the law of physics. Isn't it?,"It's a law of physics, isn't it?",-0.0246991366147995,0.8290197253227234,-0.2252596765756607,0.7862024903297424,-0.1713899821043014,0.8183806538581848,0.8310987,0.8601143,0.8520517,0.5553849675003105,0.509319652775464,0.5019629414159859
"그리하여, 올바른 물리의 법칙들이 아름답게 균형을 이루고 있지요.","So, the right laws of physics -- they're beautifully balanced.","Thus, the correct laws of physics are beautifully balanced.","Thus, the correct laws of physics are beautifully balanced.","And so, the right laws of physics are beautifully balanced.",0.7513351440429688,0.8936074376106262,0.7513351440429688,0.8936074376106262,0.7357033491134644,0.8992194533348083,0.95355386,0.95355386,0.9789724,0.839494731887927,0.8479719688499786,0.839578965097402
"만일 약력이 약간만 달랐다고 한다면, 탄소나 수소는 안정되지 못했을 겁니다. 별의 심장속에 있는 것들이요, 그리고 우주에는 무엇도 존재할수 없었을 겁니다.","If the weak force had been a little bit different, then carbon and oxygen wouldn't be stable inside the hearts of stars, and there would be none of that in the universe.","If the weak force had been slightly different, neither carbon nor hydrogen would have been stable. Things in the heart of a star, and nothing else could exist in the universe.","If the history was only slightly different, carbon and hydrogen would not have been stable. Things in the heart of the stars, and nothing in the universe could exist.","If the history had been slightly different, carbon and hydrogen would not have been stable, the stuff in the hearts of stars, and there would be nothing in the universe.",0.1382102072238922,0.8189951777458191,-0.0996115505695343,0.7829411029815674,-0.0370647758245468,0.8106436133384705,0.9344013,0.7829129,0.7786077,0.6150268370003555,0.5528904643178014,0.5519581739500783
"그리고 저는 그러한 것, 그러한 사실이 놀랍고 멋지다고 생각합니다.",And I think that's a wonderful and significant story.,And I think that's amazing and cool.,"And I think that's the thing, that fact is amazing and cool.","And I think that's amazing, that's cool.",-0.4171814918518066,0.9093871712684632,-0.5022136569023132,0.8592448830604553,-0.601776123046875,0.8620040416717529,0.58382255,0.5613657,0.5520885,0.41169534933271046,0.4132807378606133,0.34177517180957706
50년전에 이러한 이야기를 할 수 없었습니다. 왜냐면 잘 몰랐으니까요.,"50 years ago, I couldn't have told that story, because we didn't know it.",This could not have been said 50 years ago. Because I didn't know much.,"Fifty years ago, we couldn't tell these stories. Because I didn't know much.","We couldn't have said this 50 years ago, because we didn't know.",0.3473007082939148,0.8237479329109192,0.4025678038597107,0.881817638874054,0.4890722632408142,0.8802763819694519,0.8603684,0.90114987,0.8877217,0.6915758432431484,0.7270304432238336,0.7477839935515642
"제게 이건 이런 느낌을 줍니다. 저 문명이 - 제 말처럼, 만일 여러분이 이런 과학적 창조론을 믿는다면 - 그러니까 문명이 물리법칙의 결과로서 순수하게 등장했으며 몇개의 수소 원자를 바탕으로 한 것들이라는 것을 믿는다면 그렇다면, 저로서는 어찌되었든, 매우 큰 보람을 느낄 것입니다.","It makes me really feel that that civilization -- which, as I say, if you believe the scientific creation story, has emerged purely as a result of the laws of physics, and a few hydrogen atoms -- then I think, to me anyway, it makes me feel incredibly valuable.","This is what it feels like to me. If that civilization - as I say, if you believe in this scientific creationism - that it emerged purely as a result of the laws of physics and is based on a few hydrogen atoms, then for me, anyway, I would find it very rewarding.","This is how I feel. If you believe that civilization -- as I say, if you believe in this scientific creationism -- that civilization emerged purely as a result of the laws of physics and is based on a few hydrogen atoms, then then it would be very rewarding for me anyway.","To me, it feels like this. If that civilization - like I said, if you believe in this kind of scientific creationism - that is, if you believe that civilization emerged purely as a result of the laws of physics and is based on a few hydrogen atoms, then, for me, anyway, it's very rewarding.",0.2473127990961074,0.8271943926811218,0.3076643347740173,0.829607367515564,0.2067369222640991,0.8177024722099304,0.901802,0.89167786,0.90752584,0.6549698040102925,0.6941209100880574,0.6427000601956352
"이제, 저것이 LHC입니다.",So that's the LHC.,"Now, that's the LHC.","Now, that's LHC.","Now, that's the LHC.",0.5454851388931274,0.9045605063438416,0.3269220888614654,0.8898323178291321,0.5454851388931274,0.9045605063438416,0.9819782,0.9751458,0.9819782,0.7641320862935341,0.7007988924881449,0.7687806100040292
LHC가 올 여름에 동작하게 되면 책의 새로운 페이지를 쓰게될 것입니다.,"The LHC is certainly, when it turns on in summer, going to write the next chapter of that book.","When the LHC becomes operational this summer, it will write a new page in the book.","When the LHC is up and running this summer, it will be a new page in the book.","When the LHC becomes operational this summer, it will write a new page in the book.",0.2696138620376587,0.8565098643302917,-0.0916074365377426,0.836500346660614,0.2696138620376587,0.8565098643302917,0.8269162,0.83968276,0.8269162,0.6631343270163472,0.5556660388936258,0.6661025719957234
그리고 저는 매우 흥분된 상태로 LHC가 가동되기를 손꼽아 기다리고 있습니다.,And I'm certainly looking forward with immense excitement to it being turned on.,And I am very excited and can't wait for the LHC to start operating.,And I'm very excited to see the LHC up and running.,And I'm very excited and can't wait for the LHC to be up and running.,-0.4184169471263885,0.838896632194519,-0.4010748267173767,0.765232503414154,-0.5347950458526611,0.834582507610321,0.6159136,0.6346854,0.64057267,0.41124304340277734,0.4483524977799413,0.36670522494297353
감사합니다.,Thanks.,thank you,I appreciate it.,Thank you.,0.8352879881858826,0.6813554763793945,0.7388251423835754,0.4623482525348663,0.9996414184570312,0.5279362797737122,0.9156568,0.66661847,0.9177442,0.8702302591237815,0.8436338944033356,0.937815517393841
"알프레드 히치콕의 ""새""라는 영화를 보시는 분 계신가요?","How many of you have seen the Alfred Hitchcock film ""The Birds""?",Has anyone seen the movie “The Birds” by Alfred Hitchcock?,"Has anyone seen Alfred Hitchcock's movie ""Bird""?","Has anyone seen the movie ""The Birds"" by Alfred Hitchcock?",0.304426372051239,0.9105363488197328,0.349588543176651,0.8759530186653137,0.4119099080562591,0.9110588431358336,0.8771377,0.8545953,0.87611526,0.6758793490652657,0.7086589047357752,0.7190645149282026
그 영화가 무서웠던 분 계세요?,Any of you get really freaked out by that?,Did anyone find that movie scary?,Was there anyone who was scared of that movie?,Did anyone else find that movie scary?,-0.520835816860199,0.8041934370994568,-0.3806830048561096,0.8040857315063477,-0.551328718662262,0.8046892881393433,0.47024792,0.5228156,0.48854342,0.37374701819593315,0.4554237391550722,0.360551466913099
그런 분은 지금 밖으로 나가셔도 좋습니다.,You might want to leave now.,Those people can go out now.,"If you are like that, you can go out now.","If you are, you can walk out now.",0.0637028217315673,0.6989893913269043,0.2262914776802063,0.673253059387207,0.3294314742088318,0.6410858035087585,0.5207973,0.6004814,0.7080784,0.587749336166991,0.6659033669078024,0.6883664159380402
이건 까마귀 용 자판기입니다.,"So, this is a vending machine for crows.",This is a vending machine for crows.,This is a vending machine for crows.,This is a vending machine for crows.,0.8705174922943115,0.9188674092292786,0.8705174922943115,0.9188674092292786,0.8705174922943115,0.9188674092292786,0.98039246,0.9803924,0.9803924,0.8831279446528983,0.8893006523719222,0.8897561777284669
"지난 며칠 간 많은 분이 제게 이렇게 물으셨어요. ""왜 이런 일을 시작한 거에요? 어떻게 하게 된 거죠?""","And over the past few days, many of you have been asking me, ""How did you come to this? How did you get started doing this?""","Over the past few days, many people have asked me this. “Why did you start doing this? How did you get into it?”","In the past few days, many people have asked me this. ""Why did you start doing this? How did you come to do it?""","Over the past few days, a lot of people have asked me, ""Why did you start doing this? How did you get started?""",0.6605516076087952,0.9226574301719666,0.6429406404495239,0.9033783674240112,0.6555631160736084,0.9298744797706604,0.90285206,0.87070143,0.85628796,0.8062584563915328,0.8103841699832853,0.8097511338427119
한 칵테일 파티에서 멋진 아이디어가 떠올라서 시작했어요. 사실은 자꾸만 생각이 나더라고요.,"And it started, as with many great ideas, or many ideas you can't get rid of anyway, at a cocktail party.","It all started because I had a great idea at a cocktail party. Actually, I kept thinking about it.","I had a great idea at a cocktail party and started it. Actually, I kept thinking about it.","It started with a great idea I had at a cocktail party... actually, I couldn't stop thinking about it.",-0.0368850156664848,0.7670819163322449,-0.0713767558336258,0.7272359728813171,-0.058402195572853,0.7769870162010193,0.7589519,0.7429372,0.7607062,0.5509236604259686,0.562681401592225,0.5440164830974145
10년 전쯤 칵테일 파티에 함께 간 친구가 까마귀들이 잔뜩 자기 집에 몰려와서 마당을 더럽게 만든다고 불평을 하면서,"About 10 years ago, I was at a cocktail party with a friend of mine, and we're sitting there, and he was complaining about the crows that he had seen that were all over his yard and making a big mess.","About 10 years ago, a friend I went to a cocktail party with complained that crows were flocking to his house and making his yard dirty.","About 10 years ago, a friend who went to a cocktail party with him complained that a lot of crows were flocking to his house and making the yard dirty.","About 10 years ago, I was at a cocktail party with a friend who was complaining that a bunch of crows were flocking to her house and making a mess in her yard.",0.1795865446329116,0.8304125666618347,0.228008434176445,0.8199140429496765,0.1441250741481781,0.8399193286895752,0.92827356,0.9201412,0.93290293,0.630174906828579,0.6664987533278144,0.6193962143081747
이렇게 더러운 짐승들은,"And he was telling me that really, we ought to try and eradicate these things.",These dirty animals,Such filthy beasts,These filthy beasts are called,-1.541710615158081,0.4410530030727386,-1.6940195560455322,0.4379830062389374,-1.5200440883636477,0.3694336116313934,0.19539717,0.22579576,0.2426452,0.0,0.0,0.0
죽여야 한다고 열변을 토했었지요.,We gotta kill them because they're making a mess.,He spoke passionately about having to be killed.,He said he should be killed.,I was ranting about killing it.,-0.83777916431427,0.518686830997467,-0.6938828825950623,0.6056122779846191,-0.5983317494392395,0.4952928125858307,0.3802734,0.5048011,0.42893493,0.25771258258688395,0.34681588894820436,0.3430571520440938
저는 멍청한 소리라고 했고요. 유용한 일을 하도록 훈련시키는 게 낫겠다고 했죠.,"I said that was stupid, you know, maybe we should just train them to do something useful.",I said that was stupid. I said it would be better to train them to do something useful.,I said it was stupid. He said it would be better to train them to do useful things.,"I said that was stupid, we'd better train them to do something useful.",0.5745686292648315,0.9118581414222716,0.3346616625785827,0.8877097368240356,0.6582930684089661,0.930039405822754,0.9264318,0.897801,0.9669768,0.7747796875696925,0.7034827328172087,0.8107672097200045
친구는 불가능하다고 했어요.,And he said that was impossible.,My friend said it was impossible.,My friend said it was impossible.,My friend said it was impossible.,0.3394117951393127,0.902920424938202,0.3394117951393127,0.902920424938202,0.3394117951393127,0.902920424938202,0.8234795,0.8234795,0.8234795,0.6886876753960675,0.7051299291358757,0.692081046121783
"누군가 불가능하다고 우길 때 느끼는 그 굉장한 짜증, 여러분도 잘 아시죠.",And I'm sure I'm in good company in finding that tremendously annoying -- when someone tells you it's impossible.,You all know that intense frustration you get when someone insists something is impossible.,You know the great annoyance you feel when someone cries that it's impossible.,"You know the feeling, that overwhelming irritation you get when someone tells you something is impossible.",0.1741844415664672,0.7551887631416321,-0.0512994602322578,0.7806142568588257,0.1562017053365707,0.7583171725273132,0.45281732,0.50002396,0.55356634,0.6281971717366391,0.5696435751696037,0.6238910816619214
그래서 그 후 10년 간 시간이 나는 대로 까마귀에 대한 책을 읽었습니다.,"So, I spent the next 10 years reading about crows in my spare time.","So for the next ten years, I read books about crows whenever I had time.","So for the next 10 years, I read books about crows as much as I could.","So for the next 10 years, I read books about crows whenever I had time.",0.4469892680644989,0.8922749161720276,0.4690676927566528,0.841047465801239,0.4419488608837127,0.8960897326469421,0.91187876,0.9023795,0.9313133,0.7280722892565323,0.7500905096077426,0.7302448769263924
"10년이 지나자 제 아내가 드디어 이렇게 말했습니다. ""만날 얘기하는 그 자판기 만들어야 되지 않겠어?""","And after 10 years of this, my wife eventually said, ""Look, you know, you gotta do this thing you've been talking about, and build the vending machine.""","After 10 years, my wife finally said this. “Shouldn’t we make that vending machine we’re talking about?”","After 10 years, my wife finally said: ""Shouldn't we make that vending machine that we are talking about?""","Ten years later, my wife finally said, ""Shouldn't we build that vending machine you're talking about?""",0.1182808727025985,0.7481853365898132,0.1363290846347808,0.779323399066925,0.1962608993053436,0.7975687384605408,0.88486046,0.88851166,0.88989604,0.6077306148148517,0.6347072432737038,0.6388009319652667
그래서 만들었어요.,So I did.,So I made it.,That's why I made it.,So I made one.,0.4997097849845886,0.7528286576271057,0.023630291223526,0.610251784324646,-0.2372553646564483,0.7281253933906555,0.74569654,0.55382556,0.59736425,0.7473735160372157,0.5956268523052688,0.47744814476804015
제가 까마귀에 대해 흥미를 갖게 된 이유의 하나는 인간의 거주지가 넓어진 까닭에 많은 종들이 멸종하고 있다는 사실이 널리 알려져 있음에도 불구하고 생존을 위해 고군분투하고 있는 이런 다른 종들에 대해 아무도 신경을 쓰는것 같지 않았기 때문입니다.,"But part of the reason that I found this interesting is that I started noticing that we are very aware of all the species that are going extinct on the planet as a result of human habitation expansion, and no one seems to be paying attention to all the species that are actually living -- that are surviving.","One of the reasons I became interested in crows was because it was widely known that many species were becoming extinct due to the expansion of human habitation, but no one seemed to care about these other species struggling to survive.","One of the reasons I became interested in crows was that no one seemed to care about these other species struggling to survive, even though it was widely known that many species were becoming extinct due to the expansion of human habitation.","One of the reasons I became interested in crows is because it's widely known that many species are going extinct due to the expansion of human habitation, yet no one seems to care about these other species that are struggling to survive.",-0.1490972191095352,0.8093475699424744,-0.173464685678482,0.8025906085968018,-0.1261058747768402,0.8219775557518005,0.62428623,0.62945247,0.65900683,0.5098422501374975,0.5272805238123152,0.5188174807734024
"특히 우리가 주변에서 흔히 볼 수 있는 종들에 대해 말씀 드리고 싶습니다. 인간 세계에 적응한 쥐, 바퀴벌레, 까마귀 같은 종들 말입니다.","And I'm talking specifically about synanthropic species, which are species that have adapted specifically for human ecologies, species like rats and cockroaches and crows.","In particular, I would like to talk about species that we commonly see around us. Species like rats, cockroaches, and crows that have adapted to the human world.","In particular, I would like to tell you about the species that we often see around us. Species such as mice, cockroaches, and crows that have adapted to the human world.","In particular, I'm talking about species that we see all around us: rats, cockroaches, and crows that have adapted to the human world.",0.1426236629486084,0.8450067639350891,0.0015275180339813,0.8223025798797607,0.2156892418861389,0.8538628220558167,0.8096419,0.7786075,0.84545517,0.6166426236960431,0.5879623069131813,0.6460320729549625
이들을 잘 관찰해 보니까 우리 인간의 삶에,"And as I started looking at them, I was finding that they had hyper-adapted.","As I observed them carefully, I realized that they are a part of our human lives.","If you observe them carefully, you will see that they have a significant impact on our human lives.","If you observe them closely, you'll notice that we humans have",-0.1953741461038589,0.7339902520179749,-0.3325809240341186,0.6822496652603149,-0.5466924905776978,0.5791400074958801,0.4385928,0.35581914,0.39740562,0.49290005163848766,0.47210402532334395,0.36227704997817267
거의 완벽하게 적응해서 살아가고 있었습니다.,They'd become extremely adept at living with us.,I had adapted to life almost perfectly.,I was living with almost perfect adaptation.,I had adapted almost perfectly.,-0.1266561299562454,0.7241252064704895,-0.9732611775398254,0.669755756855011,-0.3086764812469482,0.7124705910682678,0.35293245,0.39324206,0.35676283,0.5180580373918164,0.24993629810206375,0.4508655291095169
그 보답으로 우리는 그들을 죽이려고만 했고요.,"And in return, we just tried to kill them all the time.","In return, we just tried to kill them.","In return, we only tried to kill them.","In return, all we did was try to kill them.",0.770163357257843,0.9080361127853394,0.6870624423027039,0.8596804738044739,0.6557297110557556,0.8926478028297424,0.8798507,0.7380825,0.8794925,0.8463878284348781,0.8256842208042544,0.8098131397394617
"그렇기 때문에 그들은 일방적으로 우리에 기생할 수 밖에 없었고,","And in doing so, we were breeding them for parasitism.",That is why they had no choice but to unilaterally become parasites on us.,"Therefore, they had no choice but to parasitize on us unilaterally,","That's why they unilaterally parasitized on us,",-0.0717619359493255,0.6495731472969055,-0.1486303508281707,0.6928255558013916,-0.2132880836725235,0.6589881777763367,0.5933284,0.42341828,0.5608734,0.5381550574774948,0.5358922887302372,0.48636865804464513
우리와 살아가기 위한 새로운 생존 방법을 계속해서 찾아내야 했습니다.,We were giving them all sorts of reasons to adapt new ways.,We had to keep finding new ways to survive to survive among us.,We had to continue to find new ways to survive with us.,We had to keep finding new ways to survive.,-0.3282739520072937,0.6349019408226013,-0.1974839270114898,0.6092386245727539,-0.0879285559058189,0.785500705242157,0.441978,0.4920094,0.46505803,0.4442448137405163,0.5189514076465923,0.5330269057007667
쥐나 바퀴벌레의 엄청난 번식력이 그 일례입니다.,"So, for example, rats are incredibly responsive breeders.",An example is the enormous reproductive capacity of rats and cockroaches.,An example is the enormous fertility of mice and cockroaches.,An example of this is the prodigious fecundity of rats and cockroaches.,-0.3086402416229248,0.7977960705757141,-0.597606360912323,0.732280433177948,-0.6294755935668945,0.774143397808075,0.62590814,0.5841316,0.50969386,0.4514328065526762,0.3802015534664787,0.3314655545152961
바퀴벌레를 박멸하려고 해보신 분들은 잘 아시겠지만 금세 우리가 사용하는 살충제에 대한 엄청난 면역력을 갖게 되잖아요.,"And cockroaches, as anyone who's tried to get rid of them knows, have become really immune to the poisons that we're using.",Anyone who has tried to eradicate cockroaches knows well that they quickly develop tremendous immunity to the pesticides we use.,"As those of you who have tried to eradicate cockroaches know, they quickly develop tremendous immunity to the pesticides we use.","If you've ever tried to exterminate cockroaches, you know that they quickly develop a huge immunity to the pesticides we use.",0.3863192200660705,0.8733535408973694,0.3434966802597046,0.8649773597717285,0.2024725675582885,0.8595497012138367,0.8220038,0.86963916,0.83869123,0.7058607021245711,0.7065464386009195,0.6411128867154707
그래서 상호 이득이 되는 관계를 구축하고 싶었습니다.,"So, I thought, let's build something that's mutually beneficial.",So I wanted to build a mutually beneficial relationship.,So I wanted to build a mutually beneficial relationship.,So we wanted to build a mutually beneficial relationship.,0.5087714195251465,0.8226698040962219,0.5087714195251465,0.8226698040962219,0.4743369221687317,0.8297950625419617,0.6989988,0.6989988,0.71968853,0.7506910226454321,0.7638585111812333,0.7422995664379097
양측이 서로에게 이익이 되는 새로운 관계를 만들 수 있는 방법을 찾아보자는 겁니다.,"Well, then let's build something that we can both benefit from, and find some way to make a new relationship with these species.",The idea is to find a way to create a new relationship that benefits both sides.,Let's find a way for both parties to create a new relationship that benefits both parties.,Let's find a way to create a new relationship where both sides benefit.,0.2481819838285446,0.8188250064849854,0.2591909170150757,0.8194611668586731,0.2978962659835815,0.8453115820884705,0.5906925,0.5858058,0.65784264,0.6552880165889078,0.677311855969058,0.6766291544671822
그래서 이 자판기를 만들었습니다.,And so I built the vending machine.,So I made this vending machine.,So I made this vending machine.,So we created this vending machine.,0.6361967921257019,0.9210469126701356,0.6361967921257019,0.9210469126701356,0.6305614113807678,0.9095123410224916,0.95619136,0.95619136,0.87959594,0.7973420450150398,0.8080456158501896,0.800445612753364
그런데 까마귀에 대해서 잘 아시면 이 자판기 얘기가 더 재미있어집니다.,But the story of the vending machine is a little more interesting if you know more about crows.,"But if you know a lot about crows, this vending machine story becomes more interesting.","However, if you know more about crows, this vending machine story becomes more interesting.","But if you know anything about crows, this vending machine story gets even more interesting.",0.5509652495384216,0.9037092328071594,0.5490076541900635,0.8999713063240051,0.577967643737793,0.8918123841285706,0.96891814,0.9736074,0.9599004,0.766138380323397,0.7778111697164898,0.7808704509800902
알고 보니 까마귀가 인간 거주 환경에 잘 적응할 뿐 아니라 무척 번성하고 있다는 사실을 발견했지요.,It turns out that crows aren't just surviving with human beings -- they're actually really thriving.,"It turns out that crows are not only adapting well to human habitation, but are thriving.","It turned out that crows not only adapt well to human habitation, but also thrive very well.","As it turns out, crows are not only well adapted to human habitation, they're thriving.",0.5679448843002319,0.846987783908844,0.4459996521472931,0.8242432475090027,0.3684936761856079,0.8521816730499268,0.9087046,0.860113,0.9332647,0.7723547036892627,0.7420912398853085,0.702905190343905
"북극과 남아메리카 남단 일부를 제외한 전 지구에 서식하고 있으며,",They're found everywhere on the planet except for the Arctic and the southern tip of South America.,They live all over the Earth except the Arctic and the southern tip of South America.,"It inhabits the entire globe except for the Arctic and parts of the southern tip of South America,","They are found all over the planet except for the Arctic and the southern tip of South America,",0.6474797129631042,0.9111971259117126,0.5077401399612427,0.8793925642967224,0.8313047289848328,0.932062566280365,0.88870865,0.79541576,0.9485443,0.8014727748817687,0.7635008959190357,0.8751613650774537
인간 거주 지역에서 5km 밖으로 벗어났을 때만 이들을 찾아보기 힘들었습니다.,"And in all that area, they're only rarely found breeding more than five kilometers away from human beings.",They were difficult to find only when moving beyond 5 km from human habitation areas.,They were only difficult to find when they were 5 kilometers away from human settlements.,It was only when we ventured 5 kilometers outside of human populated areas that they were hard to find.,0.0370679497718811,0.7605918049812317,-0.1413835138082504,0.7257698178291321,-0.1434080600738525,0.7245070934295654,0.7340859,0.6934351,0.661877,0.5779981854954681,0.5384052634964314,0.5123776858813661
우리가 신경을 쓰든 안 쓰든 까마귀들은 항상 우리 주변에 살고 있어요.,"So we may not think about them, but they're always around.","Whether we pay attention to it or not, crows are always around us.","Whether we care or not, crows are always living around us.","Whether we pay attention or not, crows are always around us.",-0.5416804552078247,0.7776973843574524,-0.6977065801620483,0.7387557029724121,-0.6982517838478088,0.7520148754119873,0.56902146,0.55404925,0.58118635,0.3661156990167477,0.3454899510979421,0.3058673684329156
"놀라울 것도 없지만, 현재 전체 인구의 절반 이상이 도시에 거주하고 있고,","And not surprisingly, given the human population growth, more than half of the human population is living in cities now.","Not surprisingly, more than half of the total population now lives in cities.","It's not surprising, but more than half of the total population now lives in cities,","Not surprisingly, more than half of the world's population now lives in cities,",0.529245138168335,0.8977336287498474,0.4001332223415375,0.8627256155014038,0.4579057693481445,0.877614438533783,0.91342175,0.90821004,0.8999899,0.7581865463933318,0.7261862070550616,0.7361839658829581
전체 인구 성장의 90%가 도시에서 일어납니다.,"And out of those, nine-tenths of the human growth population is occurring in cities.",90% of total population growth occurs in cities.,90% of total population growth occurs in cities.,90% of all population growth occurs in cities.,0.4546259343624115,0.8887551426887512,0.4546259343624115,0.8887551426887512,0.4677207469940185,0.8935977220535278,0.7578107,0.7578107,0.7532532,0.7308681083545854,0.7450825627856406,0.7398370560460986
우리 주변의 까마귀 수가 급격히 증가하는 것은,We're seeing a population boom with crows.,The rapid increase in the number of crows around us is,The rapid increase in the number of crows around us,The dramatic increase in the number of crows around us is a result of the,0.2227075695991516,0.743306577205658,0.1485560834407806,0.8120962977409363,0.0154611021280288,0.7654344439506531,0.8649435,0.84979445,0.86790144,0.6459617148970664,0.6389471812468227,0.5715080674885048
조류 개체수가 기하급수적으로 늘어나고 있다는 것을 보여줍니다.,So bird counts are indicating that we might be seeing up to exponential growth in their numbers.,It shows that bird populations are growing exponentially.,It shows that the bird population is growing exponentially.,It shows that the bird population is growing exponentially.,0.3431886434555053,0.8164263367652893,0.3256354331970215,0.8167776465415955,0.3256354331970215,0.8167776465415955,0.8586508,0.8485006,0.8485006,0.690070397154611,0.7003527208399292,0.6869535466907065
그러니 까마귀가 많이 보이는 것이 당연하지요.,So that's no great surprise.,So it’s natural to see a lot of crows.,So it's only natural that you can see a lot of crows.,So it's no wonder you see so many crows.,-1.401303768157959,0.6233739256858826,-1.2477022409439087,0.6415337920188904,-1.2009422779083252,0.6796887516975403,0.25794578,0.30806276,0.37680298,0.05140360060614996,0.1547687836062649,0.11876824653846266
그보다 제가 진짜 흥미롭게 여기는 것은 까마귀의 독특한 적응 방법에 있습니다.,But what was really interesting to me was to find out that the birds were adapting in a pretty unusual way.,"Rather, what I find really interesting is the crow's unique way of adapting.",What I find really interesting is the crow's unique adaptation method.,But what I really find interesting is the unique adaptation of the crow.,0.1292305886745453,0.8493645787239075,0.1683756411075592,0.840423583984375,0.0452861040830612,0.7966858148574829,0.6999708,0.65568215,0.6913554,0.6117393568284961,0.6458199794285447,0.5826087979423715
한 가지 예를 들어볼게요.,And I'll give you an example of that.,Let me give you an example.,Let me give you an example.,Here's an example.,0.5925019383430481,0.8757513165473938,0.5925019383430481,0.8757513165473938,0.0894356518983841,0.7916232943534851,0.84128714,0.84128714,0.7032927,0.7813451555443597,0.7928936171690381,0.59904105939526
얘는 베티에요. 뉴칼레도니아 까마귀입니다.,So this is Betty. She's a New Caledonian crow.,This is Betty. New Caledonian crow.,He's Betty. This is the New Caledonian crow.,"This is Betty, a New Caledonian crow.",-0.0090536251664161,0.913229763507843,-0.3696181774139404,0.8653772473335266,0.5096054077148438,0.9269049167633056,0.9559195,0.9162543,0.95679104,0.5611128621076935,0.459260672713538,0.7554263367950002
이 까마귀는 야생에서 벌레 같은 것을 잡을 때 나뭇가지를 사용하지요.,And these crows use sticks in the wild to get insects and whatnot out of pieces of wood.,This crow uses tree branches to catch bugs and other things in the wild.,This crow uses branches to catch insects in the wild.,This crow uses branches to catch things like bugs in the wild.,0.0802708268165588,0.8128437399864197,-0.1009973436594009,0.7917354702949524,-0.2216894626617431,0.7923937439918518,0.7650386,0.7831557,0.78549844,0.5938149599910828,0.5524099149337836,0.48324170289001617
여기 튜브에서 고깃덩어리 꺼내는 모습을 보세요.,"Here, she's trying to get a piece of meat out of a tube.",Watch me pull a piece of meat out of a tube here.,Watch the meat chunks out of the tube here.,Here's a look at pulling the meat out of the tube.,-0.3417769074440002,0.8457236886024475,-0.4408649504184723,0.6573849320411682,-0.0381736829876899,0.82027667760849,0.75736296,0.75128245,0.8010782,0.4393013188675739,0.43455453647216824,0.5515454437334978
하지만 문제는 여기서 시작됩니다.,But the researchers had a problem.,But the problem starts here.,But that's where the problem begins.,But the problem starts here.,-0.1250319629907608,0.7861992120742798,-0.135777935385704,0.7499457001686096,-0.1250319629907608,0.7861993908882141,0.5282452,0.53458905,0.5282453,0.5186526524821432,0.5403491014890701,0.5192171858693643
누군가 실수로 철사 한 조각을 남겼습니다.,They messed up and left just a stick of wire in there.,Someone accidentally left a piece of wire behind.,Someone accidentally left a piece of wire.,Someone accidentally left a piece of wire behind.,0.2685016691684723,0.807642936706543,0.1880460977554321,0.7505901455879211,0.2685016691684723,0.807642936706543,0.75232404,0.74645114,0.75232404,0.6627271480271016,0.6526410740743527,0.6656886188542562
베티는 철사로 이런 경험을 해본 적이 없거든요.,And she hadn't had the opportunity to do this before.,Betty has never experienced anything like this with wire.,Betty has never had this experience with a wire.,Betty has never done this with wire before.,-0.8490614295005798,0.6483990550041199,-0.9246910214424132,0.6123635768890381,-0.8377926349639893,0.662111222743988,0.3534444,0.4101522,0.52301884,0.25358209275707366,0.2667788980290939,0.2539308965466998
보세요. 잘 안 되죠.,"You see, it wasn't working very well.",look. It doesn't work.,Look at. It doesn't work.,Try this. It doesn't work.,-0.13971608877182,0.754034698009491,-0.3347635567188263,0.7440551519393921,-0.4028815925121307,0.6816020011901855,0.5702424,0.5781599,0.35468543,0.5132767256450469,0.4713471570723451,0.41580281397179436
하지만 바로 적응했습니다.,So she adapted.,But I adapted right away.,But I adapted right away.,But I adapted right away.,-0.3456541895866394,0.887280285358429,-0.3456541895866394,0.8872803449630737,-0.3456541895866394,0.887280285358429,0.46984088,0.46984088,0.46984082,0.43788182781741586,0.4675706287042488,0.4371025937809795
이건 전혀 예상하지 못한 결과입니다. 이런 걸 본 적이 없어요.,Now this is completely unprompted. She had never seen this done before.,This is a completely unexpected result. I've never seen anything like this.,This is a completely unexpected result. I've never seen anything like this.,"This is totally unexpected, I've never seen anything like this before.",-0.1257251799106598,0.836033821105957,-0.1257251799106598,0.836033821105957,-0.2244305312633514,0.8454181551933289,0.50689423,0.50689423,0.50955063,0.5183988625392362,0.5438350803747639,0.482221489588844
